pl_name,hostname,sy_snum,pl_rade,pl_bmassj,st_spectype,sy_dist
"Kepler-6 b","Kepler-6",1,14.61653600,0.66800000,,587.03900000
"Kepler-491 b","Kepler-491",1,8.92000000,,,630.78500000
"Kepler-257 b","Kepler-257",1,2.61000000,,,780.25600000
"Kepler-216 b","Kepler-216",1,2.35000000,,,1187.47000000
"Kepler-32 c","Kepler-32",1,2.00000000,0.50000000,,323.84700000
"Kepler-259 c","Kepler-259",1,2.70000000,,,1002.14000000
"Kepler-148 c","Kepler-148",1,3.60000000,,,791.16300000
"Kepler-222 d","Kepler-222",1,3.69000000,,,758.85400000
"Kepler-29 c","Kepler-29",1,2.34000000,0.01415851,,832.53200000
"Kepler-179 b","Kepler-179",1,1.64000000,,,605.68000000
"Kepler-165 c","Kepler-165",1,2.23000000,,,560.88500000
"Kepler-228 c","Kepler-228",1,2.70000000,,,1644.61000000
"Kepler-20 c","Kepler-20",2,2.89400000,0.03492451,,282.56300000
"Kepler-166 d","Kepler-166",1,1.73000000,,,603.53000000
"Kepler-52 b","Kepler-52",1,2.10000000,0.42475750,,321.54200000
"Kepler-197 d","Kepler-197",2,1.22000000,,,330.57500000
"K2-183 d","K2-183",1,2.30000000,,,329.04100000
"K2-187 e","K2-187",1,1.90000000,,,330.91600000
"K2-187 c","K2-187",1,1.40000000,,,330.91600000
"K2-270 b","K2-270",1,1.38000000,,,280.51800000
"Kepler-184 d","Kepler-184",1,2.49000000,,,610.32600000
"Kepler-257 d","Kepler-257",1,4.95000000,,,780.25600000
"K2-280 b","K2-280",1,7.50000000,0.11672965,,391.53700000
"K2-381 c","K2-381",1,2.00000000,,,145.70100000
"Kepler-222 c","Kepler-222",1,4.64000000,,,758.85400000
"HATS-36 b","HATS-36",1,12.92000000,,,856.43600000
"Kepler-229 b","Kepler-229",1,2.20000000,,,826.26500000
"K2-222 b","K2-222",1,2.27500000,0.02359764,"G0",101.32100000
"K2-214 b","K2-214",1,2.51000000,,,300.64000000
"K2-220 b","K2-220",1,2.37000000,,,233.51400000
"K2-216 b","K2-216",1,1.75000000,0.02517069,"K5 V",115.46100000
"K2-212 b","K2-212",1,2.65000000,,,109.21800000
"Kepler-166 c","Kepler-166",1,2.38000000,,,603.53000000
"K2-151 b","K2-151",2,1.49000000,,,69.47980000
"K2-295 b","K2-295",1,10.05447300,0.33500000,"K5 V",232.80100000
"K2-282 b","K2-282",1,2.50000000,,,496.28900000
"K2-283 b","K2-283",1,3.52000000,,,402.91500000
"K2-281 b","K2-281",1,8.18000000,,,458.13900000
"K2-387 b","K2-387",1,7.32200000,,,266.31800000
"Kepler-197 b","Kepler-197",2,1.02000000,,,330.57500000
"K2-156 b","K2-156",1,1.10000000,,,150.21000000
"K2-157 b","K2-157",1,0.93500000,0.00360000,"G9 V",298.37300000
"K2-158 b","K2-158",1,2.64000000,,,197.29900000
"K2-244 b","K2-244",1,1.75000000,,,212.90200000
"Kepler-108 c","Kepler-108",2,8.18000000,,,338.73200000
"K2-159 b","K2-159",1,2.26000000,,,170.99800000
"K2-160 b","K2-160",1,3.17824034,,,315.36300000
"K2-161 b","K2-161",1,6.11721229,,,916.31900000
"K2-162 b","K2-162",1,1.44000000,,,124.43300000
"K2-163 b","K2-163",1,2.46610713,,,208.52900000
"K2-165 b","K2-165",1,1.27443657,,,134.59100000
"K2-165 c","K2-165",1,1.55409035,,,134.59100000
"K2-165 d","K2-165",1,2.64809498,,,134.59100000
"Kepler-477 b","Kepler-477",2,2.07000000,,,
"Kepler-108 b","Kepler-108",2,8.65000000,,,338.73200000
"EPIC 201595106 b","EPIC 201595106",1,1.56500000,0.02413252,,232.10000000
"K2-166 b","K2-166",1,2.19000000,,,476.88200000
"K2-175 b","K2-175",1,2.03803688,,,247.26600000
"K2-176 b","K2-176",1,1.49090097,,,247.30200000
"K2-177 b","K2-177",1,2.11620480,,,492.16700000
"K2-178 b","K2-178",1,3.55790985,,,214.75300000
"Kepler-9 d","Kepler-9",1,1.64000000,,,628.25700000
"K2-183 b","K2-183",1,1.10000000,,,329.04100000
"K2-185 b","K2-185",1,1.15000000,,,268.35700000
"K2-185 c","K2-185",1,2.39000000,,,268.35700000
"K2-263 b","K2-263",1,2.51300000,0.04845382,"G9 V",162.48100000
"K2-186 b","K2-186",1,3.17207779,,,330.73900000
"K2-341 b","K2-341",1,3.21000000,,,421.40800000
"K2-187 b","K2-187",1,1.20000000,,,330.91600000
"K2-188 b","K2-188",1,1.35000000,,,446.82100000
"K2-189 b","K2-189",1,1.40300000,,,242.11300000
"K2-190 c","K2-190",1,1.09308317,,,160.67900000
"K2-195 c","K2-195",1,2.57581891,,,315.01400000
"K2-196 b","K2-196",1,3.59970536,,,584.87700000
"Kepler-42 b","Kepler-42",1,0.78000000,,"M",40.05950000
"K2-201 b","K2-201",1,1.40006712,,,197.93200000
"K2-201 c","K2-201",1,3.28568401,,,197.93200000
"K2-202 b","K2-202",1,2.30165603,,,300.39700000
"K2-381 b","K2-381",1,1.07500000,,,145.70100000
"K2-381 d","K2-381",1,1.68900000,,,145.70100000
"K2-382 b","K2-382",1,2.07200000,,,278.41200000
"K2-383 b","K2-383",1,1.56400000,,,203.78800000
"K2-203 b","K2-203",1,1.26549392,,,166.14700000
"K2-204 b","K2-204",1,3.17214154,,,577.23500000
"K2-205 b","K2-205",1,1.99552771,,,405.30100000
"K2-206 b","K2-206",1,2.79522879,,,244.44300000
"K2-207 b","K2-207",1,2.60585269,,,363.06400000
"K2-208 b","K2-208",1,1.67462172,,,256.88700000
"K2-209 b","K2-209",1,0.86850263,,,76.49860000
"K2-210 b","K2-210",1,0.86000000,,,176.51000000
"K2-211 b","K2-211",1,1.33162691,,,272.29700000
"K2-213 b","K2-213",1,1.51398464,,,389.70200000
"K2-215 b","K2-215",1,2.12381238,,,403.96400000
"K2-217 b","K2-217",1,3.57854073,,,381.87800000
"K2-218 b","K2-218",1,2.56948149,,,394.08300000
"K2-219 b","K2-219",1,1.34762583,,,325.40000000
"K2-219 c","K2-219",1,1.43839723,,,325.40000000
"K2-219 d","K2-219",1,2.57634456,,,325.40000000
"K2-221 b","K2-221",1,1.67890272,,,318.81000000
"K2-223 b","K2-223",1,0.89000000,,,198.60400000
"K2-223 c","K2-223",1,1.50000000,,,198.60400000
"K2-224 b","K2-224",1,1.56000000,,,275.25500000
"K2-224 c","K2-224",1,2.41000000,,,275.25500000
"K2-225 b","K2-225",1,3.60929179,,,357.77800000
"K2-226 b","K2-226",1,1.53899305,,,211.26500000
"K2-227 b","K2-227",1,1.66551298,,,187.23400000
"K2-228 b","K2-228",1,1.21000000,,,129.46000000
"K2-229 b","K2-229",1,1.00000000,,,102.56400000
"K2-229 c","K2-229",1,2.03000000,,,102.56400000
"K2-230 b","K2-230",1,1.96000000,,,540.77300000
"EPIC 229004835 b","EPIC 229004835",1,2.33200000,0.03272206,,121.97100000
"K2-259 b","K2-259",1,2.32000000,,,416.45700000
"K2-80 d","K2-80",1,2.55211506,,,200.80200000
"EPIC 228836835 b","EPIC 228836835",1,1.10000000,,,150.12400000
"K2-331 c","K2-331",1,2.72000000,,,211.43000000
"K2-333 b","K2-333",1,6.18000000,,,343.99000000
"K2-334 b","K2-334",1,5.65000000,,,371.82300000
"K2-342 b","K2-342",1,2.03000000,,,208.35700000
"K2-343 c","K2-343",1,2.02000000,,,166.16900000
"K2-344 b","K2-344",1,1.59000000,,,75.16910000
"K2-348 b","K2-348",1,3.26000000,,,201.85600000
"K2-348 c","K2-348",1,2.67000000,,,201.85600000
"K2-352 c","K2-352",1,1.92000000,,,176.05100000
"K2-352 d","K2-352",1,2.23000000,,,176.05100000
"G 9-40 b","G 9-40",1,1.90000000,0.01258541,,27.92760000
"HD 80653 b","HD 80653",1,1.62100000,0.01765103,"G0 V",109.86000000
"Kepler-21 b","Kepler-21",2,1.63900000,0.02359764,,108.52200000
"Kepler-8 b","Kepler-8",1,15.87194400,0.59000000,,1021.87000000
"TOI-4588 b","TOI-4588",1,2.92922558,,,225.18100000
"KOI-984 b","KOI-984",1,4.30000000,,,252.66700000
"Kepler-505 b","Kepler-505",1,2.60000000,,,283.41000000
"Kepler-745 b","Kepler-745",1,2.16000000,,,1780.38000000
"Kepler-262 c","Kepler-262",1,1.64000000,,,613.12900000
"Kepler-748 b","Kepler-748",1,2.52000000,,,1705.99000000
"Kepler-264 b","Kepler-264",1,3.33000000,,,942.17300000
"HD 73344 b","HD 73344",1,2.88400000,0.03297377,"F6 V",35.26000000
"Kepler-1732 b","Kepler-1732",1,4.09903273,,,1289.41000000
"Kepler-263 b","Kepler-263",1,2.67000000,,,754.74700000
"Kepler-261 b","Kepler-261",1,2.18000000,,,317.49900000
"K2-368 d","K2-368",1,1.94800000,,,206.60800000
"K2-368 c","K2-368",1,1.36100000,,,206.60800000
"Kepler-1733 b","Kepler-1733",1,3.63582354,,,2080.51000000
"Kepler-754 b","Kepler-754",1,2.01000000,,,1770.27000000
"K2-373 b","K2-373",1,2.06100000,,,229.56700000
"Kepler-753 b","Kepler-753",1,1.91000000,,,274.76700000
"K2-339 b","K2-339",1,1.92000000,,,360.36000000
"Kepler-752 b","Kepler-752",1,2.81000000,,,1232.29000000
"K2-343 b","K2-343",1,1.65000000,,,166.16900000
"Kepler-766 b","Kepler-766",1,3.39000000,,,2297.62000000
"Kepler-771 b","Kepler-771",1,1.82000000,,,1393.85000000
"EPIC 212624936 c","EPIC 212624936",1,2.30000000,,,561.92900000
"Kepler-773 b","Kepler-773",1,1.43000000,,,547.02600000
"K2-379 b","K2-379",1,2.18100000,,,182.20700000
"K2-380 b","K2-380",1,2.72900000,,,249.30300000
"Kepler-767 b","Kepler-767",1,6.64000000,,,2251.03000000
"Kepler-260 b","Kepler-260",1,2.01000000,,,627.36500000
"Kepler-268 b","Kepler-268",1,2.55000000,,,851.87000000
"K2-384 f","K2-384",1,2.22200000,,"M4 V",82.66030000
"K2-384 d","K2-384",1,1.39200000,,"M4 V",82.66030000
"K2-384 c","K2-384",1,1.19100000,,"M4 V",82.66030000
"K2-384 e","K2-384",1,1.34500000,,"M4 V",82.66030000
"K2-385 b","K2-385",1,1.53900000,,,420.81900000
"Kepler-1736 b","Kepler-1736",1,3.87658560,,,1430.00000000
"K2-386 b","K2-386",1,2.32000000,,,428.78500000
"Kepler-774 b","Kepler-774",1,3.17000000,,,917.80400000
"Kepler-772 b","Kepler-772",1,1.82000000,,,1130.21000000
"K2-268 d","K2-268",1,1.49000000,,,327.78300000
"K2-268 f","K2-268",1,2.23000000,,,327.78300000
"K2-268 e","K2-268",1,1.33000000,,,327.78300000
"K2-393 b","K2-393",1,2.35200000,,,265.91400000
"K2-394 b","K2-394",1,1.69200000,,,98.01520000
"Kepler-119 b","Kepler-119",1,3.60000000,,,701.99600000
"11 UMi b","11 UMi",1,,14.74000000,,125.32100000
"14 And b","14 And",1,,3.55900000,"K0 III",75.43920000
"14 Her b","14 Her",1,,8.90000000,"K0",17.93230000
"16 Cyg B b","16 Cyg B",3,,1.78000000,,21.13970000
"18 Del b","18 Del",2,,9.20700000,"G6 III",76.22200000
"1RXS J160929.1-210524 b","1RXS J160929.1-210524",1,,8.00000000,"K7 V",139.13500000
"24 Sex b","24 Sex",1,,1.99000000,,72.06910000
"24 Sex c","24 Sex",1,,0.86000000,,72.06910000
"2MASS J12073346-3932539 b","2MASS J12073346-3932539",1,15.69257298,5.20000000,"M8",64.30800000
"2MASS J04414489+2301513 b","2MASS J04414489+2301513",1,,7.50000000,"M8.5",
"47 UMa b","47 UMa",1,,2.53000000,,13.79670000
"47 UMa c","47 UMa",1,,0.54000000,,13.79670000
"47 UMa d","47 UMa",1,,1.64000000,,13.79670000
"4 UMa b","4 UMa",1,,7.90200000,"K1 III",73.46030000
"Kepler-770 b","Kepler-770",1,2.30000000,,,930.45700000
"51 Peg b","51 Peg",1,,0.61000000,,15.46140000
"55 Cnc b","55 Cnc",2,,0.86839311,"G8 V",12.58550000
"55 Cnc c","55 Cnc",2,,0.17808352,"G8 V",12.58550000
"55 Cnc d","55 Cnc",2,,3.82000000,"G8 V",12.58550000
"55 Cnc e","55 Cnc",2,1.87500000,0.02513923,,12.58550000
"55 Cnc f","55 Cnc",2,,0.15259807,"G8 V",12.58550000
"61 Vir b","61 Vir",1,,0.01600000,"G5 V",8.50332000
"61 Vir c","61 Vir",1,,0.05700000,"G5 V",8.50332000
"61 Vir d","61 Vir",1,,0.07200000,"G5 V",8.50332000
"6 Lyn b","6 Lyn",1,,1.88100000,"K0 IV",54.65990000
"70 Vir b","70 Vir",1,,7.41600000,,17.90110000
"7 CMa b","7 CMa",1,,1.85000000,,19.81010000
"81 Cet b","81 Cet",1,,3.30700000,"G5 III",101.26000000
"AB Pic b","AB Pic",1,,13.50000000,"K2 V",50.04750000
"BD-08 2823 b","BD-08 2823",1,,0.04000000,,41.33420000
"BD-08 2823 c","BD-08 2823",1,,0.33000000,"K3 V",41.33420000
"BD-10 3166 b","BD-10 3166",1,,0.59000000,,84.40690000
"BD+14 4559 b","BD+14 4559",1,,1.04000000,,49.35200000
"BD-17 63 b","BD-17 63",1,,5.16000000,,34.46030000
"BD+20 2457 b","BD+20 2457",1,,21.42000000,"K2 II",1539.71000000
"BD+20 2457 c","BD+20 2457",1,,12.47000000,"K2 II",1539.71000000
"BD+48 738 b","BD+48 738",1,,0.91000000,"K0 III",871.49300000
"bet Pic b","bet Pic",1,,8.70000000,"A6 V",19.74420000
"CoRoT-10 b","CoRoT-10",1,10.87000000,2.75000000,"K1 V",338.38600000
"CoRoT-11 b","CoRoT-11",1,16.03000000,2.33000000,"F6 V",655.03700000
"CoRoT-12 b","CoRoT-12",1,16.14000000,0.91700000,,1126.37000000
"CoRoT-13 b","CoRoT-13",1,9.92000000,1.30800000,"G0 V",1148.93000000
"CoRoT-14 b","CoRoT-14",1,12.22000000,7.60000000,"F9 V",1744.60000000
"CoRoT-17 b","CoRoT-17",1,11.43000000,2.43000000,"G2 V",1176.12000000
"CoRoT-18 b","CoRoT-18",1,14.68000000,3.47000000,"G9 V",764.88900000
"CoRoT-19 b","CoRoT-19",1,14.46000000,1.11000000,"F9 V",790.66300000
"CoRoT-1 b","CoRoT-1",1,16.70000000,1.03000000,"G0 V",787.90900000
"CoRoT-20 b","CoRoT-20",1,,4.30000000,,844.06100000
"CoRoT-23 b","CoRoT-23",1,11.77000000,2.80000000,"G0 V",1060.97000000
"CoRoT-2 b","CoRoT-2",2,16.43200000,3.47000000,,213.28300000
"CoRoT-3 b","CoRoT-3",1,11.32000000,21.66000000,"F3 V",768.77100000
"CoRoT-4 b","CoRoT-4",1,13.34000000,0.72000000,,726.41200000
"CoRoT-5 b","CoRoT-5",1,15.55800000,0.46700000,"F9 V",882.47200000
"CoRoT-6 b","CoRoT-6",1,13.06800000,2.96000000,"F9 V",645.29400000
"CoRoT-7 b","CoRoT-7",1,1.68135000,0.01282637,,159.90600000
"Kepler-24 c","Kepler-24",1,2.51400000,0.03143206,,1156.81000000
"CoRoT-7 c","CoRoT-7",1,,0.02642922,,159.90600000
"CoRoT-8 b","CoRoT-8",1,6.39000000,0.22000000,"K1 V",322.03700000
"CoRoT-9 b","CoRoT-9",2,11.94879400,0.84000000,,412.98000000
"CT Cha b","CT Cha",1,24.66000000,17.00000000,,190.72000000
"DP Leo b","DP Leo",2,,6.05000000,,305.68400000
"eps Eri b","eps Eri",1,,1.00000000,,3.20260000
"eps Tau b","eps Tau",1,,7.19000000,"K0 III",47.52852000
"gam1 Leo b","gam1 Leo",2,,8.78000000,,39.88830000
"gam Cep b","gam Cep",2,,6.60000000,"K1 III-IV",14.10240000
"GJ 1214 b","GJ 1214",1,2.73300000,0.02646082,,14.64270000
"GJ 3021 b","GJ 3021",2,,3.37000000,"G6 V",17.55590000
"GJ 317 b","GJ 317",1,,1.68800000,"M3.5 V",15.19680000
"GJ 3634 b","GJ 3634",1,,0.02600000,"M2.5",20.37790000
"GJ 433 b","GJ 433",1,,0.01901331,,9.06456000
"GJ 436 b","GJ 436",1,4.17000000,0.07000000,,9.75321000
"GJ 649 b","GJ 649",1,,0.25800000,"M1.0",10.37960000
"GJ 667 C b","GJ 667 C",3,,,,7.24396000
"GJ 667 C c","GJ 667 C",3,,0.01200000,"M1.5 V",7.24396000
"GJ 674 b","GJ 674",1,,0.03500000,"M2.5",4.54896000
"GJ 676 A b","GJ 676 A",2,,5.79200000,,16.02720000
"GJ 832 b","GJ 832",1,,0.99000000,"M2/3 V",4.96435000
"GJ 849 b","GJ 849",1,,0.89300000,"M3.5",8.80058000
"GJ 179 b","GJ 179",1,,0.82000000,"M3.5 V",12.35600000
"GJ 581 b","GJ 581",1,,0.06450021,"M3.0 V",6.29810000
"GJ 581 c","GJ 581",1,,0.02142666,"M3.0 V",6.29810000
"GJ 581 e","GJ 581",1,,0.00780295,"M3.0 V",6.29810000
"GJ 86 b","GJ 86",2,,4.42000000,,10.78360000
"GJ 876 b","GJ 876",1,,2.27560000,,4.67517000
"GJ 876 c","GJ 876",1,,0.71420000,,4.67517000
"GJ 876 d","GJ 876",1,,0.02100000,,4.67517000
"GJ 876 e","GJ 876",1,,0.04600000,,4.67517000
"GQ Lup b","GQ Lup",1,33.60000000,20.00000000,"K7e V",151.16900000
"GSC 06214-00210 b","GSC 06214-00210",1,,16.00000000,"K7",108.50000000
"HAT-P-12 b","HAT-P-12",1,10.74900000,0.21100000,"K4",142.75100000
"HAT-P-13 b","HAT-P-13",1,14.25800000,0.85100000,,246.81000000
"HAT-P-13 c","HAT-P-13",1,,14.28000000,,246.81000000
"HAT-P-14 b","HAT-P-14",2,15.91678000,3.44000000,,222.66300000
"HAT-P-15 b","HAT-P-15",1,11.88154000,1.94000000,,192.51600000
"HAT-P-16 b","HAT-P-16",3,14.68376472,,"F8",226.63700000
"HAT-P-17 b","HAT-P-17",1,11.76945000,0.58000000,,92.38310000
"Kepler-123 b","Kepler-123",1,2.94000000,,,1021.66000000
"Kepler-769 b","Kepler-769",1,2.92000000,,,1169.57000000
"HAT-P-17 c","HAT-P-17",1,,3.40000000,,92.38310000
"HAT-P-18 b","HAT-P-18",1,11.15300000,0.19700000,"K2",161.40000000
"HAT-P-19 b","HAT-P-19",1,11.29865255,0.27700000,,202.07800000
"HAT-P-1 b","HAT-P-1",2,14.78467100,0.52500000,,158.97900000
"HAT-P-20 b","HAT-P-20",1,9.71800000,7.24600000,"K3",71.03740000
"HAT-P-21 b","HAT-P-21",1,12.44199000,4.87000000,,277.27800000
"HAT-P-22 b","HAT-P-22",2,12.89035000,2.47000000,,81.76470000
"HAT-P-23 b","HAT-P-23",1,15.33400000,2.09000000,"G0",364.81300000
"HAT-P-24 b","HAT-P-24",2,14.57170000,0.75000000,,415.34400000
"HAT-P-25 b","HAT-P-25",1,12.72221500,0.56900000,,300.38400000
"HAT-P-26 b","HAT-P-26",1,7.06167000,0.07000000,,141.83700000
"HAT-P-27 b","HAT-P-27",2,11.43000000,0.62000000,,199.17300000
"HAT-P-28 b","HAT-P-28",1,13.58500000,0.62600000,"G3",401.31900000
"HAT-P-29 b","HAT-P-29",2,13.11453000,0.88000000,,313.57600000
"HAT-P-2 b","HAT-P-2",1,,8.62000000,"F8",127.77400000
"HAT-P-30 b","HAT-P-30",2,16.14096000,0.83000000,,213.98500000
"HAT-P-31 b","HAT-P-31",1,12.21781000,2.27000000,,344.05000000
"HAT-P-32 b","HAT-P-32",2,22.19382000,0.68000000,,289.20500000
"HAT-P-33 b","HAT-P-33",2,20.73665000,0.92000000,,396.11000000
"HAT-P-34 b","HAT-P-34",1,13.41717300,3.33000000,,249.32500000
"Kepler-1735 b","Kepler-1735",1,1.19429134,,,245.30300000
"HAT-P-35 b","HAT-P-35",3,14.93038800,1.05600000,,506.96500000
"HAT-P-36 b","HAT-P-36",1,14.31389300,1.84820000,,294.41900000
"HAT-P-37 b","HAT-P-37",1,13.20400000,1.16900000,,390.59400000
"HAT-P-3 b","HAT-P-3",2,10.53646000,0.65000000,,134.55400000
"HAT-P-4 b","HAT-P-4",2,14.28000000,0.67100000,,320.45100000
"HAT-P-5 b","HAT-P-5",1,13.56289000,0.98000000,,303.33600000
"HAT-P-6 b","HAT-P-6",1,16.58932000,1.32000000,,275.35800000
"HAT-P-8 b","HAT-P-8",3,15.69260000,1.28000000,,211.55300000
"HAT-P-9 b","HAT-P-9",1,15.61413700,0.74900000,,455.20300000
"HD 100655 b","HD 100655",2,,1.61000000,,137.17800000
"Kepler-765 b","Kepler-765",1,2.43000000,,,1076.28000000
"HD 100777 b","HD 100777",1,,1.23000000,"G8 V",49.53360000
"HD 10180 c","HD 10180",1,,0.04160000,,38.96070000
"HD 10180 d","HD 10180",1,,0.03780000,,38.96070000
"HD 10180 e","HD 10180",1,,0.08050000,,38.96070000
"HD 10180 f","HD 10180",1,,0.07220000,,38.96070000
"HD 10180 g","HD 10180",1,,0.07320000,,38.96070000
"HD 10180 h","HD 10180",1,,0.20660000,,38.96070000
"HD 101930 b","HD 101930",2,,0.25000000,,30.02740000
"HD 102117 b","HD 102117",1,,0.17000000,,39.57920000
"HD 102195 b","HD 102195",1,,0.41000000,,29.33860000
"Kepler-763 d","Kepler-763",1,1.67000000,,,962.45900000
"HD 102272 b","HD 102272",1,,4.94000000,,347.09700000
"HD 102329 b","HD 102329",1,,8.16000000,,217.10700000
"HD 102956 b","HD 102956",2,,0.96000000,,121.89000000
"HD 103197 b","HD 103197",1,,0.09000000,,57.14630000
"HD 104067 b","HD 104067",1,,0.19538845,,20.36320000
"HD 104985 b","HD 104985",1,,5.55900000,"G9 III",100.57600000
"HD 106252 b","HD 106252",1,,10.00000000,"G0",38.18500000
"HD 106270 b","HD 106270",1,,10.13000000,,93.80800000
"HD 10647 b","HD 10647",1,,0.94000000,"F9 V",17.33570000
"HD 10697 b","HD 10697",1,,5.74300000,,33.12050000
"HD 107148 b","HD 107148",2,,0.21000000,,49.41560000
"HD 108147 b","HD 108147",1,,0.26100000,,38.92000000
"HD 108863 b","HD 108863",1,,2.41400000,,164.74200000
"HD 108874 b","HD 108874",1,,1.42000000,,59.51750000
"HD 108874 c","HD 108874",1,,0.99000000,"G5",59.51750000
"HD 109246 b","HD 109246",1,,0.86000000,,67.83490000
"HD 109749 b","HD 109749",2,,0.27000000,"G3 V",63.08210000
"HD 110014 b","HD 110014",1,,11.09000000,"K2 III",100.75800000
"HD 111232 b","HD 111232",1,,7.96500000,,28.95710000
"HD 113538 b","HD 113538",1,,0.36000000,"K9 V",16.28170000
"HD 113538 c","HD 113538",1,,0.93000000,"K9 V",16.28170000
"HD 114386 b","HD 114386",1,,1.14000000,,27.92430000
"HD 114729 b","HD 114729",2,,0.82500000,,37.80630000
"HD 114783 b","HD 114783",1,,1.10000000,"K0",21.06280000
"HD 11506 b","HD 11506",1,,4.80000000,"G0 V",51.26100000
"HD 11506 c","HD 11506",1,,0.40000000,"G0 V",51.26100000
"HD 116029 b","HD 116029",2,,1.40000000,,123.24500000
"HD 117207 b","HD 117207",1,,1.92600000,,32.35470000
"HD 117618 b","HD 117618",1,,0.17400000,,37.77810000
"HD 118203 b","HD 118203",1,12.77823800,2.14000000,,92.25890000
"HD 11964 b","HD 11964",2,,0.62200000,,33.53690000
"HD 11964 c","HD 11964",2,,0.07880000,,33.53690000
"HD 11977 b","HD 11977",1,,6.54000000,,67.93310000
"HD 121504 b","HD 121504",1,,1.51000000,,41.65920000
"HD 125595 b","HD 125595",1,,0.02000000,,28.19890000
"HD 125612 b","HD 125612",2,,2.97400000,,57.62070000
"HD 125612 c","HD 125612",2,,0.04900000,,57.62070000
"HD 125612 d","HD 125612",2,,7.17800000,,57.62070000
"Kepler-744 b","Kepler-744",1,1.62000000,,,449.96400000
"HD 126525 b","HD 126525",1,,0.23700000,,37.65060000
"HD 126614 b","HD 126614",3,,0.33900000,,73.09610000
"HD 12661 b","HD 12661",1,,2.43000000,,37.84780000
"HD 12661 c","HD 12661",1,,1.81200000,,37.84780000
"HD 128311 b","HD 128311",1,,1.76900000,,16.32920000
"HD 128311 c","HD 128311",1,,3.78900000,,16.32920000
"HD 129445 b","HD 129445",1,,1.60000000,"G6 V",67.43860000
"HD 130322 b","HD 130322",1,,1.15000000,,31.87660000
"HD 131496 b","HD 131496",1,,1.80000000,,131.84900000
"Kepler-764 b","Kepler-764",1,1.64000000,,,1047.84000000
"HD 13189 b","HD 13189",1,,10.95000000,,497.82300000
"HD 132406 b","HD 132406",1,,5.94000000,,70.78320000
"HD 132563 b","HD 132563",3,,1.49000000,,105.15500000
"HD 134060 b","HD 134060",1,,0.03180000,"G3 IV",24.01250000
"HD 134060 c","HD 134060",1,,0.09220000,"G3 IV",24.01250000
"HD 134987 b","HD 134987",1,,1.61000000,,26.18040000
"HD 134987 c","HD 134987",1,,0.82000000,"G5 V",26.18040000
"HD 136352 b","HD 136352",1,1.66400000,0.01485078,,14.68200000
"HD 136352 c","HD 136352",1,2.91600000,0.03536499,,14.68200000
"HD 136352 d","HD 136352",1,2.56200000,0.02775082,,14.68200000
"Kepler-112 b","Kepler-112",1,2.36000000,,,513.20600000
"HD 136418 b","HD 136418",1,,2.14000000,,105.16800000
"HD 137388 b","HD 137388",1,,0.20000000,,40.48410000
"HD 13808 b","HD 13808",1,,0.03523896,"K2 V",28.23050000
"HD 13808 c","HD 13808",1,,0.03133751,"K2 V",28.23050000
"HD 13931 b","HD 13931",1,,2.20000000,,47.39630000
"HD 139357 b","HD 139357",1,,19.87100000,,112.09000000
"HD 141937 b","HD 141937",1,,11.30000000,"G1 V",33.36220000
"HD 142022 A b","HD 142022 A",2,,4.44000000,,34.28020000
"HD 142245 b","HD 142245",3,,3.07000000,,97.23050000
"HD 142415 b","HD 142415",1,,1.67000000,,35.53180000
"Kepler-267 b","Kepler-267",1,1.98000000,,,264.99300000
"HD 142 b","HD 142",2,,1.24900000,,26.18530000
"HD 143361 b","HD 143361",1,,3.53200000,,68.51460000
"HD 145377 b","HD 145377",1,,6.02000000,,53.48840000
"HD 145457 b","HD 145457",1,,2.79400000,,135.29200000
"HD 1461 b","HD 1461",1,,0.02026240,"G0 V",23.45340000
"HD 1461 c","HD 1461",1,,0.01758802,"G0 V",23.45340000
"HD 147018 b","HD 147018",1,,2.12000000,"G9 V",40.42560000
"HD 147018 c","HD 147018",1,,6.56000000,"G9 V",40.42560000
"HD 147513 b","HD 147513",2,,1.21000000,,12.90320000
"HD 148156 b","HD 148156",1,,0.85000000,,57.12890000
"HD 148427 b","HD 148427",1,,1.20000000,"K0 III- IV",71.34990000
"HD 149026 b","HD 149026",1,8.29466000,0.38000000,,75.86430000
"HD 149143 b","HD 149143",1,,1.33000000,"G0",73.28010000
"HD 1502 b","HD 1502",1,,2.75000000,,190.95300000
"HD 152079 b","HD 152079",1,,2.66100000,,87.88880000
"HD 152581 b","HD 152581",1,,1.86900000,,165.76000000
"HD 153950 b","HD 153950",1,,2.95000000,,48.45490000
"HD 154345 b","HD 154345",1,,1.18600000,"G8",18.28400000
"HD 154672 b","HD 154672",1,,5.37000000,,63.04840000
"HD 154857 b","HD 154857",1,,2.45000000,,63.44820000
"HD 155358 b","HD 155358",1,,0.99000000,,43.61970000
"HD 155358 c","HD 155358",1,,0.82000000,"G0",43.61970000
"HD 156279 b","HD 156279",1,,9.43200000,,36.19450000
"HD 156411 b","HD 156411",1,,0.74000000,"F8 IV/V",56.86550000
"HD 156668 b","HD 156668",1,,0.01300000,,24.33230000
"HD 156846 b","HD 156846",2,,10.67000000,,47.73320000
"HD 158038 b","HD 158038",1,,1.53000000,,94.86250000
"HD 159868 b","HD 159868",1,,2.21800000,,55.85030000
"HD 160691 b","HD 160691",1,,4.30000000,"G3 IV-V",15.59810000
